Team,is_home,score_for,score_against,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P,match_url,season
Adelaide,0,72,98,581.0,242.0,420.0,1001.0,36.0,26.0,148.0,198.0,112.0,145.0,116.0,156.0,62.0,61.0,9.0,403.0,570.0,39.0,38.0,128.0,6.0,24.0,1801.0,https://afltables.com/afl/stats/games/2023/010920230506.html,2023
Gold Coast,1,85,90,631.0,254.0,388.0,1019.0,39.0,26.0,111.0,154.0,126.0,151.0,122.0,193.0,69.0,69.0,8.0,420.0,571.0,32.0,35.0,120.0,15.0,27.0,1802.0,https://afltables.com/afl/stats/games/2023/112020230506.html,2023
Melbourne,0,90,85,581.0,226.0,413.0,994.0,39.0,31.0,111.0,176.0,108.0,167.0,115.0,176.0,69.0,69.0,10.0,393.0,578.0,31.0,34.0,123.0,9.0,24.0,1801.0,https://afltables.com/afl/stats/games/2023/112020230506.html,2023
Fremantle,1,117,48,675.0,335.0,479.0,1154.0,43.0,24.0,122.0,171.0,104.0,151.0,104.0,140.0,52.0,41.0,12.0,391.0,740.0,42.0,42.0,113.0,21.0,35.0,1801.0,https://afltables.com/afl/stats/games/2023/081020230506.html,2023
Hawthorn,0,48,117,624.0,304.0,514.0,1138.0,32.0,21.0,121.0,162.0,106.0,140.0,103.0,163.0,41.0,52.0,6.0,371.0,748.0,36.0,39.0,112.0,27.0,28.0,1800.0,https://afltables.com/afl/stats/games/2023/081020230506.html,2023
Greater Western Sydney,1,71,86,693.0,279.0,545.0,1238.0,33.0,30.0,132.0,187.0,109.0,160.0,119.0,132.0,30.0,33.0,9.0,451.0,781.0,24.0,24.0,167.0,11.0,26.0,1798.0,https://afltables.com/afl/stats/games/2023/072120230506.html,2023
Western Bulldogs,0,86,71,681.0,285.0,508.0,1189.0,36.0,27.0,144.0,179.0,122.0,149.0,127.0,129.0,33.0,30.0,9.0,446.0,737.0,30.0,24.0,166.0,10.0,28.0,1800.0,https://afltables.com/afl/stats/games/2023/072120230506.html,2023
Port Adelaide,1,92,87,640.0,275.0,442.0,1082.0,37.0,49.0,91.0,172.0,118.0,177.0,105.0,152.0,44.0,40.0,9.0,421.0,617.0,51.0,45.0,136.0,23.0,28.0,1800.0,https://afltables.com/afl/stats/games/2023/051320230507.html,2023
Essendon,0,87,92,617.0,247.0,464.0,1081.0,38.0,38.0,113.0,179.0,137.0,159.0,105.0,160.0,40.0,44.0,9.0,404.0,613.0,36.0,39.0,122.0,25.0,32.0,1802.0,https://afltables.com/afl/stats/games/2023/051320230507.html,2023
Collingwood,1,77,48,690.0,276.0,450.0,1140.0,28.0,34.0,111.0,159.0,118.0,156.0,100.0,161.0,58.0,44.0,11.0,405.0,684.0,30.0,38.0,149.0,10.0,13.0,1799.0,https://afltables.com/afl/stats/games/2023/041620230507.html,2023
Sydney,0,48,77,714.0,336.0,504.0,1218.0,23.0,35.0,84.0,162.0,125.0,144.0,95.0,190.0,44.0,58.0,7.0,396.0,783.0,33.0,37.0,142.0,14.0,11.0,1803.0,https://afltables.com/afl/stats/games/2023/041620230507.html,2023
North Melbourne,1,34,64,681.0,363.0,459.0,1140.0,16.0,36.0,100.0,170.0,122.0,144.0,84.0,187.0,53.0,52.0,8.0,392.0,726.0,43.0,30.0,129.0,5.0,12.0,1799.0,https://afltables.com/afl/stats/games/2023/121520230507.html,2023
St Kilda,0,64,34,696.0,345.0,474.0,1170.0,20.0,42.0,77.0,199.0,127.0,144.0,90.0,191.0,52.0,53.0,10.0,400.0,744.0,38.0,30.0,120.0,7.0,12.0,1798.0,https://afltables.com/afl/stats/games/2023/121520230507.html,2023
Richmond,1,102,78,685.0,300.0,356.0,1041.0,43.0,24.0,119.0,170.0,132.0,169.0,111.0,206.0,56.0,49.0,12.0,406.0,616.0,33.0,41.0,160.0,16.0,31.0,1798.0,https://afltables.com/afl/stats/games/2023/091420230512.html,2023
Geelong,0,78,102,668.0,291.0,388.0,1056.0,38.0,30.0,124.0,154.0,126.0,170.0,126.0,214.0,49.0,56.0,6.0,425.0,620.0,36.0,43.0,143.0,17.0,29.0,1800.0,https://afltables.com/afl/stats/games/2023/091420230512.html,2023
West Coast,1,43,113,554.0,241.0,362.0,916.0,28.0,31.0,132.0,233.0,119.0,125.0,101.0,155.0,58.0,50.0,6.0,382.0,520.0,35.0,29.0,173.0,24.0,15.0,1800.0,https://afltables.com/afl/stats/games/2023/182020230512.html,2023
Gold Coast,0,113,43,592.0,257.0,361.0,953.0,38.0,41.0,144.0,217.0,97.0,157.0,112.0,157.0,50.0,58.0,12.0,416.0,524.0,46.0,37.0,181.0,27.0,21.0,1799.0,https://afltables.com/afl/stats/games/2023/182020230512.html,2023
Sydney,1,86,103,623.0,274.0,425.0,1048.0,42.0,23.0,113.0,200.0,121.0,146.0,121.0,171.0,72.0,75.0,8.0,444.0,619.0,38.0,24.0,147.0,17.0,20.0,1800.0,https://afltables.com/afl/stats/games/2023/081620230513.html,2023
Fremantle,0,103,86,643.0,278.0,421.0,1064.0,45.0,22.0,139.0,208.0,107.0,163.0,134.0,174.0,75.0,72.0,10.0,459.0,614.0,43.0,30.0,123.0,13.0,25.0,1800.0,https://afltables.com/afl/stats/games/2023/081620230513.html,2023
North Melbourne,1,65,135,569.0,227.0,454.0,1023.0,40.0,25.0,150.0,201.0,106.0,141.0,125.0,160.0,55.0,59.0,6.0,412.0,594.0,26.0,28.0,127.0,6.0,29.0,1801.0,https://afltables.com/afl/stats/games/2023/121320230513.html,2023
Port Adelaide,0,135,65,571.0,226.0,434.0,1005.0,50.0,35.0,111.0,216.0,98.0,159.0,127.0,134.0,59.0,55.0,12.0,407.0,585.0,28.0,29.0,125.0,9.0,31.0,1798.0,https://afltables.com/afl/stats/games/2023/121320230513.html,2023
Hawthorn,1,49,103,586.0,249.0,575.0,1161.0,29.0,27.0,84.0,168.0,131.0,148.0,98.0,168.0,38.0,34.0,7.0,413.0,741.0,26.0,31.0,149.0,23.0,21.0,1801.0,https://afltables.com/afl/stats/games/2023/101120230513.html,2023
Melbourne,0,103,49,629.0,282.0,535.0,1164.0,37.0,33.0,99.0,162.0,115.0,173.0,97.0,162.0,34.0,38.0,11.0,427.0,735.0,28.0,47.0,151.0,13.0,27.0,1800.0,https://afltables.com/afl/stats/games/2023/101120230513.html,2023
Brisbane Lions,1,87,45,716.0,352.0,372.0,1088.0,30.0,39.0,92.0,134.0,119.0,176.0,97.0,167.0,48.0,42.0,12.0,370.0,696.0,44.0,42.0,124.0,15.0,23.0,1797.0,https://afltables.com/afl/stats/games/2023/051920230513.html,2023
Essendon,0,45,87,679.0,320.0,369.0,1048.0,24.0,33.0,106.0,142.0,145.0,145.0,98.0,181.0,42.0,48.0,6.0,341.0,669.0,31.0,33.0,107.0,21.0,16.0,1802.0,https://afltables.com/afl/stats/games/2023/051920230513.html,2023
Carlton,1,59,79,682.0,273.0,414.0,1096.0,27.0,35.0,144.0,166.0,122.0,151.0,116.0,149.0,53.0,49.0,7.0,425.0,659.0,27.0,39.0,192.0,15.0,23.0,1802.0,https://afltables.com/afl/stats/games/2023/030720230513.html,2023
Western Bulldogs,0,79,59,689.0,288.0,402.0,1091.0,30.0,37.0,129.0,179.0,121.0,152.0,124.0,136.0,49.0,53.0,11.0,403.0,679.0,27.0,36.0,180.0,18.0,25.0,1797.0,https://afltables.com/afl/stats/games/2023/030720230513.html,2023
Adelaide,1,121,69,711.0,330.0,520.0,1231.0,48.0,23.0,146.0,185.0,111.0,155.0,124.0,202.0,46.0,50.0,12.0,448.0,773.0,29.0,38.0,152.0,11.0,31.0,1800.0,https://afltables.com/afl/stats/games/2023/011520230514.html,2023
St Kilda,0,69,121,657.0,282.0,482.0,1139.0,39.0,25.0,148.0,187.0,105.0,151.0,119.0,206.0,50.0,46.0,6.0,440.0,679.0,25.0,40.0,148.0,13.0,26.0,1797.0,https://afltables.com/afl/stats/games/2023/011520230514.html,2023
Collingwood,1,120,55,645.0,297.0,563.0,1208.0,43.0,37.0,84.0,155.0,112.0,151.0,93.0,178.0,48.0,45.0,12.0,380.0,785.0,30.0,43.0,132.0,17.0,35.0,1801.0,https://afltables.com/afl/stats/games/2023/042120230514.html,2023
Greater Western Sydney,0,55,120,627.0,291.0,580.0,1207.0,32.0,38.0,84.0,121.0,104.0,149.0,96.0,185.0,45.0,48.0,6.0,385.0,793.0,24.0,38.0,141.0,13.0,28.0,1799.0,https://afltables.com/afl/stats/games/2023/042120230514.html,2023
Port Adelaide,1,80,76,628.0,181.0,408.0,1036.0,33.0,38.0,91.0,222.0,124.0,170.0,110.0,194.0,67.0,61.0,11.0,440.0,535.0,11.0,46.0,184.0,4.0,21.0,1801.0,https://afltables.com/afl/stats/games/2023/111320230519.html,2023
Melbourne,0,76,80,602.0,152.0,402.0,1004.0,33.0,34.0,113.0,219.0,137.0,157.0,100.0,202.0,62.0,65.0,7.0,448.0,506.0,13.0,41.0,170.0,5.0,21.0,1801.0,https://afltables.com/afl/stats/games/2023/111320230519.html,2023
North Melbourne,1,90,93,603.0,263.0,462.0,1065.0,42.0,21.0,135.0,206.0,105.0,159.0,121.0,152.0,56.0,60.0,10.0,395.0,674.0,29.0,40.0,134.0,6.0,27.0,1803.0,https://afltables.com/afl/stats/games/2023/121620230520.html,2023
Sydney,0,93,90,588.0,259.0,450.0,1038.0,42.0,24.0,111.0,196.0,114.0,153.0,101.0,154.0,64.0,54.0,8.0,400.0,637.0,37.0,41.0,136.0,6.0,27.0,1799.0,https://afltables.com/afl/stats/games/2023/121620230520.html,2023
Western Bulldogs,1,85,40,644.0,217.0,452.0,1096.0,27.0,48.0,142.0,228.0,114.0,149.0,130.0,140.0,50.0,43.0,12.0,457.0,616.0,19.0,21.0,148.0,3.0,13.0,1798.0,https://afltables.com/afl/stats/games/2023/010720230520.html,2023
Adelaide,0,40,85,613.0,203.0,382.0,995.0,21.0,39.0,179.0,225.0,120.0,136.0,140.0,151.0,43.0,50.0,6.0,422.0,539.0,17.0,18.0,143.0,6.0,11.0,1800.0,https://afltables.com/afl/stats/games/2023/010720230520.html,2023
Fremantle,1,106,77,626.0,280.0,414.0,1040.0,43.0,31.0,150.0,204.0,109.0,142.0,133.0,142.0,47.0,46.0,12.0,367.0,640.0,34.0,41.0,105.0,14.0,26.0,1802.0,https://afltables.com/afl/stats/games/2023/080920230520.html,2023
Geelong,0,77,106,580.0,245.0,354.0,934.0,38.0,32.0,132.0,198.0,95.0,149.0,125.0,149.0,46.0,47.0,6.0,359.0,533.0,38.0,37.0,114.0,13.0,22.0,1800.0,https://afltables.com/afl/stats/games/2023/080920230520.html,2023
Brisbane Lions,1,107,64,716.0,349.0,333.0,1049.0,41.0,32.0,126.0,169.0,102.0,159.0,118.0,165.0,56.0,50.0,12.0,399.0,627.0,39.0,34.0,136.0,12.0,26.0,1798.0,https://afltables.com/afl/stats/games/2023/192020230520.html,2023
Gold Coast,0,64,107,673.0,317.0,312.0,985.0,34.0,31.0,144.0,176.0,117.0,138.0,116.0,168.0,52.0,55.0,6.0,378.0,570.0,45.0,29.0,125.0,15.0,19.0,1801.0,https://afltables.com/afl/stats/games/2023/192020230520.html,2023
Essendon,1,71,70,785.0,408.0,441.0,1226.0,30.0,32.0,82.0,158.0,142.0,172.0,87.0,176.0,28.0,29.0,10.0,383.0,817.0,41.0,29.0,144.0,21.0,25.0,1800.0,https://afltables.com/afl/stats/games/2023/051420230520.html,2023
Richmond,0,70,71,757.0,354.0,432.0,1189.0,30.0,31.0,74.0,157.0,140.0,176.0,87.0,181.0,29.0,28.0,8.0,391.0,752.0,46.0,25.0,120.0,27.0,20.0,1801.0,https://afltables.com/afl/stats/games/2023/051420230520.html,2023
Hawthorn,1,142,26,646.0,293.0,561.0,1207.0,48.0,22.0,162.0,262.0,97.0,169.0,125.0,187.0,47.0,49.0,12.0,428.0,785.0,28.0,37.0,109.0,29.0,37.0,1801.0,https://afltables.com/afl/stats/games/2023/101820230521.html,2023
West Coast,0,26,142,593.0,271.0,477.0,1070.0,30.0,14.0,132.0,254.0,119.0,128.0,118.0,191.0,49.0,47.0,6.0,394.0,673.0,26.0,20.0,113.0,16.0,23.0,1801.0,https://afltables.com/afl/stats/games/2023/101820230521.html,2023
Carlton,1,57,85,613.0,250.0,487.0,1100.0,27.0,37.0,93.0,171.0,117.0,153.0,106.0,164.0,62.0,58.0,6.0,385.0,688.0,40.0,31.0,119.0,15.0,18.0,1800.0,https://afltables.com/afl/stats/games/2023/030420230521.html,2023
Collingwood,0,85,57,614.0,263.0,464.0,1078.0,33.0,29.0,93.0,171.0,123.0,153.0,98.0,175.0,58.0,62.0,12.0,389.0,665.0,41.0,35.0,115.0,18.0,24.0,1798.0,https://afltables.com/afl/stats/games/2023/030420230521.html,2023
Greater Western Sydney,1,80,92,604.0,237.0,506.0,1110.0,37.0,30.0,102.0,195.0,125.0,157.0,114.0,180.0,46.0,50.0,7.0,444.0,658.0,36.0,43.0,149.0,4.0,29.0,1802.0,https://afltables.com/afl/stats/games/2023/152120230521.html,2023
St Kilda,0,92,80,665.0,288.0,496.0,1161.0,38.0,36.0,111.0,189.0,115.0,167.0,102.0,171.0,50.0,46.0,11.0,459.0,698.0,36.0,47.0,148.0,8.0,31.0,1800.0,https://afltables.com/afl/stats/games/2023/152120230521.html,2023
Sydney,1,77,51,680.0,268.0,453.0,1133.0,28.0,37.0,102.0,211.0,143.0,163.0,99.0,161.0,44.0,49.0,11.0,430.0,665.0,49.0,33.0,148.0,25.0,23.0,1801.0,https://afltables.com/afl/stats/games/2023/031620230526.html,2023
Carlton,0,51,77,667.0,275.0,453.0,1120.0,23.0,41.0,108.0,203.0,133.0,170.0,105.0,151.0,49.0,44.0,7.0,431.0,661.0,50.0,33.0,134.0,29.0,19.0,1802.0,https://afltables.com/afl/stats/games/2023/031620230526.html,2023
St Kilda,1,78,88,658.0,306.0,476.0,1134.0,36.0,28.0,78.0,146.0,118.0,144.0,97.0,168.0,58.0,53.0,6.0,364.0,736.0,33.0,38.0,113.0,22.0,27.0,1800.0,https://afltables.com/afl/stats/games/2023/101520230527.html,2023
Hawthorn,0,88,78,644.0,312.0,559.0,1203.0,36.0,38.0,102.0,133.0,104.0,159.0,95.0,165.0,53.0,58.0,12.0,377.0,812.0,39.0,46.0,118.0,35.0,30.0,1801.0,https://afltables.com/afl/stats/games/2023/101520230527.html,2023
Melbourne,1,72,79,579.0,218.0,452.0,1031.0,32.0,31.0,140.0,223.0,125.0,168.0,113.0,168.0,43.0,41.0,7.0,455.0,578.0,41.0,32.0,140.0,16.0,20.0,1802.0,https://afltables.com/afl/stats/games/2023/081120230527.html,2023
Fremantle,0,79,72,627.0,247.0,466.0,1093.0,34.0,26.0,112.0,221.0,133.0,162.0,115.0,171.0,41.0,43.0,11.0,439.0,640.0,40.0,31.0,151.0,17.0,22.0,1800.0,https://afltables.com/afl/stats/games/2023/081120230527.html,2023
Geelong,1,74,81,633.0,227.0,437.0,1070.0,32.0,37.0,110.0,200.0,113.0,147.0,116.0,156.0,39.0,42.0,6.0,463.0,581.0,41.0,35.0,146.0,11.0,20.0,1801.0,https://afltables.com/afl/stats/games/2023/092120230527.html,2023
Greater Western Sydney,0,81,74,651.0,235.0,424.0,1075.0,34.0,32.0,112.0,214.0,112.0,150.0,124.0,165.0,42.0,39.0,12.0,461.0,583.0,40.0,43.0,154.0,16.0,22.0,1799.0,https://afltables.com/afl/stats/games/2023/092120230527.html,2023
Gold Coast,1,84,77,689.0,211.0,320.0,1009.0,37.0,23.0,143.0,199.0,144.0,162.0,126.0,213.0,48.0,57.0,11.0,457.0,524.0,23.0,28.0,172.0,5.0,24.0,1801.0,https://afltables.com/afl/stats/games/2023/072020230527.html,2023
Western Bulldogs,0,77,84,667.0,236.0,385.0,1052.0,35.0,28.0,121.0,185.0,123.0,180.0,126.0,189.0,57.0,48.0,7.0,440.0,607.0,19.0,32.0,182.0,7.0,21.0,1799.0,https://afltables.com/afl/stats/games/2023/072020230527.html,2023
West Coast,1,46,96,648.0,365.0,476.0,1124.0,26.0,32.0,93.0,129.0,105.0,142.0,82.0,145.0,50.0,49.0,6.0,337.0,769.0,31.0,39.0,101.0,18.0,20.0,1800.0,https://afltables.com/afl/stats/games/2023/051820230527.html,2023
Essendon,0,96,46,681.0,382.0,466.0,1147.0,34.0,34.0,75.0,132.0,114.0,140.0,80.0,134.0,49.0,50.0,12.0,362.0,776.0,41.0,42.0,106.0,21.0,22.0,1801.0,https://afltables.com/afl/stats/games/2023/051820230527.html,2023
Richmond,1,67,77,632.0,222.0,431.0,1063.0,28.0,43.0,104.0,153.0,148.0,157.0,95.0,216.0,51.0,60.0,9.0,412.0,619.0,29.0,37.0,213.0,32.0,26.0,1802.0,https://afltables.com/afl/stats/games/2023/131420230528.html,2023
Port Adelaide,0,77,67,652.0,231.0,400.0,1052.0,29.0,47.0,97.0,135.0,128.0,179.0,103.0,216.0,60.0,51.0,9.0,431.0,596.0,28.0,35.0,192.0,28.0,25.0,1802.0,https://afltables.com/afl/stats/games/2023/131420230528.html,2023
Collingwood,1,105,70,597.0,277.0,470.0,1067.0,42.0,28.0,118.0,183.0,99.0,149.0,101.0,179.0,45.0,42.0,10.0,378.0,683.0,42.0,47.0,124.0,17.0,31.0,1798.0,https://afltables.com/afl/stats/games/2023/041220230528.html,2023
North Melbourne,0,70,105,582.0,278.0,484.0,1066.0,36.0,29.0,113.0,165.0,102.0,139.0,103.0,178.0,42.0,45.0,8.0,375.0,697.0,42.0,43.0,128.0,13.0,29.0,1799.0,https://afltables.com/afl/stats/games/2023/041220230528.html,2023
Adelaide,1,95,78,637.0,163.0,392.0,1029.0,38.0,40.0,173.0,248.0,141.0,160.0,159.0,195.0,53.0,57.0,10.0,455.0,525.0,21.0,21.0,176.0,6.0,28.0,1801.0,https://afltables.com/afl/stats/games/2023/011920230528.html,2023
Brisbane Lions,0,78,95,629.0,152.0,361.0,990.0,34.0,47.0,172.0,232.0,120.0,179.0,165.0,186.0,58.0,51.0,8.0,463.0,480.0,21.0,18.0,181.0,3.0,23.0,1802.0,https://afltables.com/afl/stats/games/2023/011920230528.html,2023
Melbourne,1,61,44,620.0,272.0,464.0,1084.0,22.0,34.0,94.0,151.0,117.0,157.0,105.0,179.0,48.0,57.0,10.0,415.0,680.0,47.0,39.0,131.0,12.0,17.0,1803.0,https://afltables.com/afl/stats/games/2023/031120230602.html,2023
Carlton,0,44,61,595.0,268.0,439.0,1034.0,20.0,29.0,89.0,140.0,135.0,137.0,96.0,190.0,57.0,48.0,8.0,386.0,649.0,46.0,33.0,127.0,12.0,16.0,1797.0,https://afltables.com/afl/stats/games/2023/031120230602.html,2023
Port Adelaide,1,151,96,664.0,279.0,457.0,1121.0,60.0,38.0,89.0,162.0,123.0,194.0,117.0,134.0,45.0,48.0,12.0,419.0,683.0,40.0,45.0,160.0,24.0,47.0,1801.0,https://afltables.com/afl/stats/games/2023/101320230603.html,2023
Hawthorn,0,96,151,638.0,261.0,536.0,1174.0,51.0,37.0,103.0,144.0,135.0,175.0,108.0,133.0,48.0,45.0,6.0,433.0,721.0,41.0,45.0,143.0,36.0,40.0,1799.0,https://afltables.com/afl/stats/games/2023/101320230603.html,2023
West Coast,1,57,120,657.0,309.0,466.0,1123.0,34.0,30.0,98.0,163.0,119.0,166.0,119.0,202.0,70.0,68.0,9.0,388.0,701.0,35.0,24.0,108.0,19.0,28.0,1797.0,https://afltables.com/afl/stats/games/2023/041820230603.html,2023
Collingwood,0,120,57,642.0,297.0,428.0,1070.0,44.0,33.0,127.0,182.0,127.0,167.0,109.0,194.0,68.0,70.0,9.0,380.0,655.0,37.0,33.0,129.0,26.0,35.0,1800.0,https://afltables.com/afl/stats/games/2023/041820230603.html,2023
Western Bulldogs,1,75,97,665.0,312.0,459.0,1124.0,35.0,37.0,128.0,237.0,104.0,149.0,109.0,160.0,42.0,48.0,11.0,388.0,729.0,31.0,44.0,132.0,23.0,31.0,1799.0,https://afltables.com/afl/stats/games/2023/070920230603.html,2023
Geelong,0,97,75,643.0,291.0,405.0,1048.0,40.0,29.0,130.0,225.0,112.0,145.0,107.0,149.0,48.0,42.0,7.0,368.0,657.0,23.0,43.0,114.0,28.0,32.0,1799.0,https://afltables.com/afl/stats/games/2023/070920230603.html,2023
Gold Coast,1,112,87,646.0,176.0,302.0,948.0,45.0,41.0,142.0,185.0,133.0,180.0,133.0,172.0,81.0,75.0,10.0,484.0,415.0,30.0,22.0,159.0,6.0,22.0,1798.0,https://afltables.com/afl/stats/games/2023/012020230603.html,2023
Adelaide,0,87,112,635.0,172.0,334.0,969.0,42.0,34.0,116.0,208.0,134.0,177.0,128.0,188.0,75.0,81.0,8.0,446.0,452.0,27.0,26.0,156.0,9.0,23.0,1799.0,https://afltables.com/afl/stats/games/2023/012020230603.html,2023
Greater Western Sydney,1,104,110,641.0,251.0,491.0,1132.0,46.0,42.0,108.0,205.0,114.0,187.0,109.0,180.0,40.0,35.0,9.0,423.0,665.0,29.0,36.0,126.0,28.0,31.0,1800.0,https://afltables.com/afl/stats/games/2023/142120230604.html,2023
Richmond,0,110,104,640.0,259.0,469.0,1109.0,47.0,42.0,120.0,185.0,135.0,164.0,104.0,192.0,35.0,40.0,9.0,420.0,649.0,31.0,45.0,126.0,26.0,32.0,1800.0,https://afltables.com/afl/stats/games/2023/142120230604.html,2023
Essendon,1,105,99,663.0,323.0,419.0,1082.0,47.0,27.0,134.0,185.0,110.0,168.0,116.0,150.0,48.0,48.0,9.0,398.0,666.0,41.0,46.0,121.0,15.0,37.0,1805.0,https://afltables.com/afl/stats/games/2023/051220230604.html,2023
North Melbourne,0,99,105,639.0,292.0,430.0,1069.0,46.0,27.0,121.0,184.0,118.0,159.0,118.0,147.0,48.0,48.0,9.0,409.0,645.0,40.0,35.0,122.0,18.0,35.0,1801.0,https://afltables.com/afl/stats/games/2023/051220230604.html,2023
Sydney,1,66,80,654.0,235.0,472.0,1126.0,30.0,32.0,124.0,219.0,123.0,159.0,128.0,205.0,62.0,64.0,6.0,456.0,645.0,23.0,17.0,170.0,10.0,9.0,1801.0,https://afltables.com/afl/stats/games/2023/151620230608.html,2023
St Kilda,0,80,66,663.0,242.0,479.0,1142.0,33.0,28.0,149.0,258.0,129.0,156.0,118.0,188.0,64.0,62.0,12.0,441.0,666.0,22.0,19.0,154.0,11.0,12.0,1801.0,https://afltables.com/afl/stats/games/2023/151620230608.html,2023
Western Bulldogs,1,85,107,617.0,268.0,456.0,1073.0,42.0,25.0,104.0,186.0,112.0,156.0,124.0,173.0,58.0,59.0,8.0,399.0,659.0,27.0,39.0,137.0,16.0,34.0,1799.0,https://afltables.com/afl/stats/games/2023/071320230609.html,2023
Port Adelaide,0,107,85,595.0,263.0,408.0,1003.0,45.0,29.0,127.0,189.0,110.0,159.0,110.0,169.0,59.0,58.0,10.0,399.0,586.0,33.0,42.0,121.0,17.0,35.0,1802.0,https://afltables.com/afl/stats/games/2023/071320230609.html,2023
Hawthorn,1,98,73,638.0,310.0,538.0,1176.0,41.0,23.0,102.0,171.0,114.0,169.0,101.0,170.0,52.0,56.0,12.0,398.0,776.0,35.0,32.0,120.0,27.0,28.0,1800.0,https://afltables.com/afl/stats/games/2023/101920230610.html,2023
Brisbane Lions,0,73,98,631.0,290.0,443.0,1074.0,37.0,22.0,96.0,192.0,126.0,152.0,121.0,160.0,56.0,52.0,6.0,385.0,673.0,34.0,34.0,120.0,18.0,26.0,1786.0,https://afltables.com/afl/stats/games/2023/101920230610.html,2023
Adelaide,1,174,52,648.0,241.0,523.0,1171.0,62.0,28.0,136.0,155.0,87.0,164.0,125.0,175.0,77.0,66.0,12.0,453.0,681.0,43.0,39.0,125.0,7.0,41.0,1800.0,https://afltables.com/afl/stats/games/2023/011820230610.html,2023
West Coast,0,52,174,570.0,197.0,500.0,1070.0,43.0,20.0,125.0,166.0,99.0,133.0,118.0,194.0,67.0,75.0,6.0,414.0,627.0,35.0,24.0,139.0,5.0,25.0,1798.0,https://afltables.com/afl/stats/games/2023/011820230610.html,2023
Fremantle,1,70,85,626.0,229.0,445.0,1071.0,32.0,33.0,142.0,223.0,131.0,161.0,127.0,158.0,43.0,32.0,6.0,424.0,616.0,28.0,27.0,175.0,12.0,14.0,1801.0,https://afltables.com/afl/stats/games/2023/081420230610.html,2023
Richmond,0,85,70,655.0,236.0,455.0,1110.0,34.0,36.0,164.0,218.0,127.0,166.0,134.0,175.0,32.0,43.0,12.0,437.0,626.0,29.0,27.0,164.0,21.0,16.0,1798.0,https://afltables.com/afl/stats/games/2023/081420230610.html,2023
North Melbourne,1,75,103,623.0,248.0,507.0,1130.0,37.0,31.0,92.0,166.0,128.0,157.0,100.0,188.0,45.0,45.0,7.0,413.0,697.0,26.0,36.0,153.0,11.0,24.0,1800.0,https://afltables.com/afl/stats/games/2023/122120230611.html,2023
Greater Western Sydney,0,103,75,640.0,253.0,495.0,1135.0,41.0,35.0,97.0,176.0,118.0,173.0,107.0,193.0,45.0,45.0,11.0,439.0,677.0,31.0,39.0,132.0,10.0,27.0,1800.0,https://afltables.com/afl/stats/games/2023/122120230611.html,2023
Carlton,1,52,86,621.0,259.0,523.0,1144.0,25.0,40.0,87.0,130.0,103.0,153.0,81.0,186.0,68.0,82.0,6.0,370.0,765.0,12.0,29.0,128.0,19.0,16.0,1798.0,https://afltables.com/afl/stats/games/2023/030520230611.html,2023
Essendon,0,86,52,639.0,284.0,485.0,1124.0,32.0,32.0,87.0,161.0,122.0,138.0,84.0,168.0,82.0,68.0,12.0,353.0,750.0,9.0,31.0,142.0,20.0,20.0,1799.0,https://afltables.com/afl/stats/games/2023/030520230611.html,2023
Melbourne,1,66,62,635.0,292.0,436.0,1071.0,25.0,44.0,117.0,203.0,128.0,167.0,95.0,171.0,44.0,43.0,10.0,398.0,663.0,31.0,37.0,139.0,8.0,19.0,1798.0,https://afltables.com/afl/stats/games/2023/041120230612.html,2023
Collingwood,0,62,66,625.0,287.0,458.0,1083.0,26.0,34.0,96.0,211.0,136.0,157.0,91.0,171.0,43.0,44.0,8.0,379.0,684.0,29.0,29.0,146.0,16.0,20.0,1800.0,https://afltables.com/afl/stats/games/2023/041120230612.html,2023
Port Adelaide,1,110,72,596.0,240.0,370.0,966.0,43.0,34.0,110.0,162.0,106.0,161.0,119.0,157.0,55.0,56.0,12.0,391.0,565.0,27.0,42.0,124.0,10.0,33.0,1797.0,https://afltables.com/afl/stats/games/2023/091320230615.html,2023
Geelong,0,72,110,589.0,243.0,368.0,957.0,38.0,26.0,91.0,150.0,116.0,145.0,103.0,158.0,56.0,55.0,6.0,383.0,557.0,24.0,33.0,110.0,11.0,27.0,1798.0,https://afltables.com/afl/stats/games/2023/091320230615.html,2023
Brisbane Lions,1,97,81,613.0,196.0,387.0,1000.0,38.0,47.0,152.0,189.0,140.0,188.0,135.0,165.0,64.0,59.0,10.0,439.0,534.0,34.0,28.0,162.0,11.0,24.0,1799.0,https://afltables.com/afl/stats/games/2023/161920230616.html,2023
Sydney,0,81,97,599.0,188.0,384.0,983.0,37.0,37.0,145.0,201.0,148.0,178.0,126.0,180.0,59.0,64.0,8.0,410.0,531.0,26.0,20.0,156.0,16.0,21.0,1801.0,https://afltables.com/afl/stats/games/2023/161920230616.html,2023
Greater Western Sydney,1,106,36,654.0,315.0,449.0,1103.0,37.0,26.0,95.0,176.0,127.0,180.0,107.0,156.0,45.0,42.0,12.0,396.0,692.0,25.0,49.0,147.0,11.0,30.0,1802.0,https://afltables.com/afl/stats/games/2023/082120230617.html,2023
